RECORDID,EXTERNALID
R24699891,4244292
R24699892,4244293
R24699893,4244294
R24699894,4244295
R24699895,4244296
R24699896,4244297
R24699897,4244298
R24699898,4244299
R24699899,4244300
R24699900,4244301
R24699901,4244302
R24699902,4244303
R24699903,4244305
R24699904,4244306
R24699905,4244307
R24699906,4244308
R24699907,4244309
R24699908,4244310
R24699909,4244313
R24699910,4244314
R24699911,4244315
R24699912,4244316
R24699913,4244317
R24699914,4244318
R24699915,4244319
R24699916,4244320
R24699917,4244321
R24699918,4244322
R24699919,4244323
R24699920,4244324
R24699921,4244326
R24699922,4244327
R24699923,4244328
R24699924,4244329
R24699925,4244330
R24699926,4244331
R24699927,4244332
R24699928,4244333
R24699929,4244334
R24699930,4244335
R24699931,4244336
R24699932,4244338
R24699933,4244339
R24699934,4244340
R24699935,4244342
R24699936,4244343
R24699937,4244344
R24699938,4244345
R24699939,4244346
R24699940,4244347
R24699941,4244348
R24699942,4244349
R24699943,4244350
R24699944,4244351
R24699945,4244352
R24699946,4244353
R24699947,4244354
R24699948,4244355
R24699949,4244356
R24699950,4244358
R24699951,4244359
R24699952,4244360
R24699953,4244361
R24699954,4244362
R24699955,4244363
R24699956,4244364
R24699957,4244365
R24699958,4244366
R24699959,4244367
R24699960,4244368
R24699961,4244369
R24699962,4244370
R24699963,4244371
R24699964,4244372
R24699965,4244374
R24699966,4244375
R24699967,4244376
R24699968,4244377
R24699969,4244378
R24699970,4244379
R24699971,4244380
R24699972,4244382
R24699973,4244383
R24699974,4244385
R24699975,4244386
R24699976,4244387
R24699977,4244388
R24699978,4244389
R24699979,4244390
R24699980,4244391
R24699981,4244392
R24699982,4244393
R24699983,4244394
R24699984,4244395
R24699985,4244396
R24699986,4244397
R24699987,4244398
R24699988,4244399
R24699989,4244400
R24699990,4244401
R24699991,4244402
R24699992,4244403
R24699993,4244404
R24699994,4244405
R24699995,4244406
R24699996,4244407
R24699997,4244408
R24699998,4244409
R24699999,4244410
R24700000,4244412
R24700001,4244413
R24700002,4244414
R24700003,4244415
R24700004,4244417
R24700005,4244418
R24700006,4244419
R24700007,4244421
R24700008,4244422
R24700009,4244423
R24700010,4244424
R24700011,4244425
R24700012,4244426
R24700013,4244427
R24700014,4244428
R24700015,4244429
R24700016,4244430
R24700017,4244431
R24700018,4244432
R24700019,4244433
R24700020,4244434
R24700021,4244435
R24700022,4244436
R24700023,4244437
R24700024,4244438
R24700025,4244439
R24700026,4244440
R24700027,4244441
R24700028,4244443
R24700029,4244444
R24700030,4244445
R24700031,4244448
R24700032,4244449
R24700033,4244450
R24700034,4244451
R24700035,4244453
R24700036,4244455
R24700037,4244457
R24700038,4244459
R24700039,4244461
R24700040,4244462
R24700041,4244463
R24700042,4244464
R24700043,4244466
R24700044,4244468
R24700045,4244469
R24700046,4244471
R24700047,4244472
R24700048,4244473
R24700049,4244474
R24700050,4244475
R24700051,4244476
R24700052,4244477
R24700053,4244478
R24700054,4244479
R24700055,4244480
R24700056,4244481
R24700057,4244482
R24700058,4244483
R24700059,4244484
R24700060,4244485
R24700061,4244486
R24700062,4244487
R24700063,4244488
R24700064,4244489
R24700065,4244490
R24700066,4244491
R24700067,4244492
R24700068,4244493
R24700069,4244495
R24700070,4244496
R24700071,4244497
R24700072,4244498
R24700073,4244499
R24700074,4244500
R24700075,4244501
R24700076,4244502
R24700077,4244503
R24700078,4244504
R24700079,4244505
R24700080,4244506
R24700081,4244507
R24700082,4244508
R24700083,4244509
R24700084,4244510
R24700085,4244511
R24700086,4244512
R24700087,4244513
R24700088,4244514
R24700089,4244515
R24700090,4244516
R24700091,4244519
R24700092,4244520
R24700093,4244521
R24700094,4244522
R24700095,4244523
R24700096,4244524
R24700097,4244525
R24700098,4244526
R24700099,4244527
R24700100,4244528
R24700101,4244529
R24700102,4244530
R24700103,4244531
R24700104,4244532
R24700105,4244533
R24700106,4244534
R24700107,4244535
R24700108,4244536
R24700109,4244537
R24700110,4244538
R24700111,4244539
R24700112,4244540
R24700113,4244541
R24700114,4244542
R24700115,4244543
R24700116,4244544
R24700117,4244545
R24700118,4244546
R24700119,4244547
R24700120,4244548
R24700121,4244549
R24700122,4244550
R24700123,4244551
R24700124,4244552
R24700125,4244554
R24700126,4244555
R24700127,4244556
R24700128,4244557
R24700129,4244559
R24700130,4244560
R24700131,4244561
R24700132,4244562
R24700133,4244564
R24700134,4244565
R24700135,4244566
R24700136,4244567
R24700137,4244568
R24700138,4244570
R24700139,4244571
R24700140,4244572
R24700141,4244573
R24700142,4244574
R24700143,4244575
R24700144,4244576
R24700145,4244577
R24700146,4244578
R24700147,4244579
R24700148,4244580
R24700149,4244581
R24700150,4244582
R24700151,4244583
R24700152,4244584
R24700153,4244585
R24700154,4244586
R24700155,4244587
R24700156,4244588
R24700157,4244589
R24700158,4244590
R24700159,4244591
R24700160,4244592
R24700161,4244593
R24700162,4244594
R24700163,4244596
R24700164,4244597
R24700165,4244598
R24700166,4244599
R24700167,4244600
R24700168,4244601
R24700169,4244602
R24700170,4244604
R24700171,4244605
R24700172,4244606
R24700173,4244607
R24700174,4244609
R24700175,4244610
R24700176,4244611
R24700177,4244612
R24700178,4244614
R24700179,4244615
R24700180,4244616
R24700181,4244617
R24700182,4244618
R24700183,4244619
R24700184,4244620
R24700185,4244621
R24700186,4244622
R24700187,4244623
R24700188,4244624
R24700189,4244625
R24700190,4244626
R24700191,4244627
R24700192,4244628
R24700193,4244630
R24700194,4244631
R24700195,4244633
R24700196,4244635
R24700197,4244636
R24700198,4244638
R24700199,4244639
R24700200,4244640
R24700201,4244641
R24700202,4244642
R24700203,4244643
R24700204,4244644
R24700205,4244645
R24700206,4244646
R24700207,4244647
R24700208,4244648
R24700209,4244650
R24700210,4244651
R24700211,4244652
R24700212,4244653
R24700213,4244654
R24700214,4244655
R24700215,4244657
R24700216,4244658
R24700217,4244659
R24700218,4244662
R24700219,4244663
R24700220,4244664
R24700221,4244665
R24700222,4244666
R24700223,4244667
R24700224,4244668
R24700225,4244669
R24700226,4244670
R24700227,4244671
R24700228,4244673
R24700229,4244674
R24700230,4244675
R24700231,4244676
R24700232,4244678
R24700233,4244679
R24700234,4244680
R24700235,4244681
R24700236,4244682
R24700237,4244683
R24700238,4244684
R24700239,4244685
R24700240,4244687
R24700241,4244688
R24700242,4244689
R24700243,4244690
R24700244,4244691
R24700245,4244692
R24700246,4244693
R24700247,4244695
R24700248,4244696
R24700249,4244697
R24700250,4244698
R24700251,4244699
R24700252,4244700
R24700253,4244701
R24700254,4244702
R24700255,4244703
R24700256,4244704
R24700257,4244706
R24700258,4244708
R24700259,4244709
R24700260,4244710
R24700261,4244711
R24700262,4244712
R24700263,4244713
R24700264,4244714
R24700265,4244715
R24700266,4244716
R24700267,4244717
R24700268,4244718
R24700269,4244719
R24700270,4244720
R24700271,4244721
R24700272,4244722
R24700273,4244723
R24700274,4244724
R24700275,4244725
R24700276,4244726
R24700277,4244727
R24700278,4244728
R24700279,4244729
R24700280,4244730
R24700281,4244731
R24700282,4244732
R24700283,4244733
R24700284,4244734
R24700285,4244735
R24700286,4244736
R24700287,4244737
R24700288,4244738
R24700289,4244739
R24700290,4244740
R24700291,4244742
R24700292,4244743
R24700293,4244744
R24700294,4244745
R24700295,4244746
R24700296,4244747
R24700297,4244748
R24700298,4244749
R24700299,4244750
R24700300,4244751
R24700301,4244752
R24700302,4244753
R24700303,4244754
R24700304,4244755
R24700305,4244756
R24700306,4244757
R24700307,4244758
R24700308,4244759
R24700309,4244760
R24700310,4244761
R24700311,4244762
R24700312,4244763
R24700313,4244764
R24700314,4244765
R24700315,4244766
R24700316,4244767
R24700317,4244768
R24700318,4244769
R24700319,4244770
R24700320,4244771
R24700321,4244772
R24700322,4244773
R24700323,4244774
R24700324,4244776
R24700325,4244777
R24700326,4244778
R24700327,4244779
R24700328,4244780
R24700329,4244781
R24700330,4244782
R24700331,4244783
R24700332,4244784
R24700333,4244785
R24700334,4244786
R24700335,4244787
R24700336,4244788
R24700337,4244789
R24700338,4244791
R24700339,4244792
R24700340,4244793
R24700341,4244794
R24700342,4244795
R24700343,4244796
R24700344,4244797
R24700345,4244798
R24700346,4244799
R24700347,4244800
R24700348,4244801
R24700349,4244803
R24700350,4244804
R24700351,4244805
R24700352,4244806
R24700353,4244807
R24700354,4244808
R24700355,4244809
R24700356,4244810
R24700357,4244811
R24700358,4244812
R24700359,4244813
R24700360,4244814
R24700361,4244815
R24700362,4244817
R24700363,4244818
R24700364,4244819
R24700365,4244820
R24700366,4244821
R24700367,4244822
R24700368,4244823
R24700369,4244824
R24700370,4244825
R24700371,4244826
R24700372,4244828
R24700373,4244829
R24700374,4244830
R24700375,4244831
R24700376,4244832
R24700377,4244833
R24700378,4244834
R24700379,4244835
R24700380,4244836
R24700381,4244838
R24700382,4244839
R24700383,4244840
R24700384,4244841
R24700385,4244842
R24700386,4244843
R24700387,4244844
R24700388,4244845
R24700389,4244846
R24700390,4244847
R24700391,4244848
R24700392,4244849
R24700393,4244850
R24700394,4244851
R24700395,4244852
R24700396,4244853
R24700397,4244854
R24700398,4244855
R24700399,4244857
R24700400,4244859
R24700401,4244860
R24700402,4244861
R24700403,4244862
R24700404,4244863
R24700405,4244864
R24700406,4244867
R24700407,4244868
R24700408,4244871
R24700409,4244872
R24700410,4244873
R24700411,4244875
R24700412,4244876
R24700413,4244877
R24700414,4244878
R24700415,4244879
R24700416,4244880
R24700417,4244881
R24700418,4244882
R24700419,4244883
R24700420,4244884
R24700421,4244885
R24700422,4244886
R24700423,4244887
R24700424,4244888
R24700425,4244889
R24700426,4244890
R24700427,4244891
R24700428,4244892
R24700429,4244893
R24700430,4244894
R24700431,4244895
R24700432,4244896
R24700433,4244897
R24700434,4244898
R24700435,4244899
R24700436,4244900
R24700437,4244901
R24700438,4244902
R24700439,4244903
R24700440,4244904
R24700441,4244905
R24700442,4244906
R24700443,4244907
R24700444,4244908
R24700445,4244909
R24700446,4244910
R24700447,4244911
R24700448,4244912
R24700449,4244913
R24700450,4244914
R24700451,4244915
R24700452,4244916
R24700453,4244917
R24700454,4244918
R24700455,4244919
R24700456,4244920
R24700457,4244921
R24700458,4244922
R24700459,4244923
R24700460,4244924
R24700461,4244925
R24700462,4244926
R24700463,4244927
R24700464,4244928
R24700465,4244929
R24700466,4244930
R24700467,4244931
R24700468,4244932
R24700469,4244933
R24700470,4244934
R24700471,4244935
R24700472,4244936
R24700473,4244937
R24700474,4244939
R24700475,4244940
R24700476,4244941
R24700477,4244942
R24700478,4244943
R24700479,4244945
R24700480,4244946
R24700481,4244947
R24700482,4244948
R24700483,4244950
R24700484,4244951
R24700485,4244952
R24700486,4244953
R24700487,4244954
R24700488,4244955
R24700489,4244956
R24700490,4244957
R24700491,4244958
R24700492,4244959
R24700493,4244960
R24700494,4244961
R24700495,4244962
R24700496,4244963
R24700497,4244964
R24700498,4244965
R24700499,4244966
R24700500,4244967
R24700501,4244968
R24700502,4244969
R24700503,4244970
R24700504,4244971
R24700505,4244972
R24700506,4244973
R24700507,4244974
R24700508,4244975
R24700509,4244976
R24700510,4244978
R24700511,4244979
R24700512,4244981
R24700513,4244983
R24700514,4244984
R24700515,4244985
R24700516,4244987
R24700517,4244988
R24700518,4244989
R24700519,4244990
R24700520,4244992
R24700521,4244993
R24700522,4244994
R24700523,4244995
R24700524,4244996
R24700525,4244998
R24700526,4244999
R24700527,4245000
R24700528,4245001
R24700529,4245002
R24700530,4245003
R24700531,4245004
R24700532,4245005
R24700533,4245007
R24700534,4245008
R24700535,4245009
R24700536,4245011
R24700537,4245013
R24700538,4245014
R24700539,4245015
R24700540,4245016
R24700541,4245017
R24700542,4245018
R24700543,4245020
R24700544,4245021
R24700545,4245022
R24700546,4245023
R24700547,4245024
R24700548,4245025
R24700549,4245026
R24700550,4245027
R24700551,4245028
R24700552,4245029
R24700553,4245030
R24700554,4245033
R24700555,4245034
R24700556,4245035
R24700557,4245036
R24700558,4245037
R24700559,4245039
R24700560,4245041
R24700561,4245042
R24700562,4245043
R24700563,4245044
R24700564,4245045
R24700565,4245046
R24700566,4245047
R24700567,4245048
R24700568,4245049
R24700569,4245050
R24700570,4245051
R24700571,4245053
R24700572,4245054
R24700573,4245055
R24700574,4245056
R24700575,4245057
R24700576,4245058
R24700577,4245059
R24700578,4245060
R24700579,4245061
R24700580,4245062
R24700581,4245063
R24700582,4245064
R24700583,4245066
R24700584,4245067
R24700585,4245068
R24700586,4245069
R24700587,4245070
R24700588,4245071
R24700589,4245072
R24700590,4245073
R24700591,4245074
R24700592,4245075
R24700593,4245076
R24700594,4245077
R24700595,4245078
R24700596,4245079
R24700597,4245080
R24700598,4245081
R24700599,4245082
R24700600,4245083
R24700601,4245084
R24700602,4245085
R24700603,4245086
R24700604,4245087
R24700605,4245088
R24700606,4245089
R24700607,4245090
R24700608,4245091
R24700609,4245092
R24700610,4245093
R24700611,4245094
R24700612,4245095
R24700613,4245096
R24700614,4245097
R24700615,4245098
R24700616,4245099
R24700617,4245100
R24700618,4245101
R24700619,4245103
R24700620,4245104
R24700621,4245105
R24700622,4245106
R24700623,4245107
R24700624,4245108
R24700625,4245109
R24700626,4245110
R24700627,4245111
R24700628,4245112
R24700629,4245113
R24700630,4245114
R24700631,4245115
R24700632,4245116
R24700633,4245117
R24700634,4245118
R24700635,4245119
R24700636,4245120
R24700637,4245121
R24700638,4245122
R24700639,4245123
R24700640,4245124
R24700641,4245125
R24700642,4245126
R24700643,4245127
R24700644,4245128
R24700645,4245129
R24700646,4245130
R24700647,4245131
R24700648,4245132
R24700649,4245133
R24700650,4245134
R24700651,4245135
R24700652,4245136
R24700653,4245137
R24700654,4245138
R24700655,4245139
R24700656,4245140
R24700657,4245141
R24700658,4245142
R24700659,4245143
R24700660,4245145
R24700661,4245146
R24700662,4245147
R24700663,4245148
R24700664,4245149
R24700665,4245150
R24700666,4245151
R24700667,4245152
R24700668,4245153
R24700669,4245154
R24700670,4245155
R24700671,4245156
R24700672,4245157
R24700673,4245158
R24700674,4245159
R24700675,4245160
R24700676,4245161
R24700677,4245162
R24700678,4245165
R24700679,4245166
R24700680,4245167
R24700681,4245168
R24700682,4245169
R24700683,4245170
R24700684,4245172
R24700685,4245173
R24700686,4245174
R24700687,4245175
R24700688,4245176
R24700689,4245177
R24700690,4245178
R24700691,4245179
R24700692,4245180
R24700693,4245181
R24700694,4245182
R24700695,4245183
R24700696,4245184
R24700697,4245185
R24700698,4245186
R24700699,4245187
R24700700,4245188
R24700701,4245190
R24700702,4245191
R24700703,4245192
R24700704,4245193
R24700705,4245194
R24700706,4245195
R24700707,4245196
R24700708,4245197
R24700709,4245199
R24700710,4245200
R24700711,4245201
R24700712,4245202
R24700713,4245203
R24700714,4245204
R24700715,4245205
R24700716,4245206
R24700717,4245207
R24700718,4245208
R24700719,4245209
R24700720,4245210
R24700721,4245211
R24700722,4245212
R24700723,4245214
R24700724,4245215
R24700725,4245216
R24700726,4245217
R24700727,4245218
R24700728,4245219
R24700729,4245220
R24700730,4245221
R24700731,4245222
R24700732,4245223
R24700733,4245224
R24700734,4245225
R24700735,4245226
R24700736,4245227
R24700737,4245229
R24700738,4245230
R24700739,4245231
R24700740,4245232
R24700741,4245233
R24700742,4245234
R24700743,4245235
R24700744,4245236
R24700745,4245237
R24700746,4245238
R24700747,4245240
R24700748,4245241
R24700749,4245242
R24700750,4245243
R24700751,4245244
R24700752,4245245
R24700753,4245246
R24700754,4245248
R24700755,4245249
R24700756,4245250
R24700757,4245251
R24700758,4245252
R24700759,4245253
R24700760,4245254
R24700761,4245255
R24700762,4245256
R24700763,4245257
R24700764,4245258
R24700765,4245259
R24700766,4245260
R24700767,4245261
R24700768,4245262
R24700769,4245263
R24700770,4245264
R24700771,4245265
R24700772,4245266
R24700773,4245267
R24700774,4245268
R24700775,4245269
R24700776,4245272
R24700777,4245273
R24700778,4245274
R24700779,4245275
R24700780,4245276
R24700781,4245277
R24700782,4245278
R24700783,4245279
R24700784,4245280
R24700785,4245281
R24700786,4245282
R24700787,4245283
R24700788,4245284
R24700789,4245285
R24700790,4245286
R24700791,4245288
R24700792,4245289
R24700793,4245290
R24700794,4245291
R24700795,4245292
R24700796,4245293
R24700797,4245294
R24700798,4245295
R24700799,4245296
R24700800,4245297
R24700801,4245298
R24700802,4245299
R24700803,4245300
R24700804,4245301
R24700805,4245302
R24700806,4245303
R24700807,4245304
R24700808,4245306
R24700809,4245307
R24700810,4245308
R24700811,4245309
R24700812,4245311
R24700813,4245312
R24700814,4245313
R24700815,4245314
R24700816,4245315
R24700817,4245316
R24700818,4245317
R24700819,4245319
R24700820,4245322
R24700821,4245323
R24700822,4245324
R24700823,4245325
R24700824,4245326
R24700825,4245327
R24700826,4245328
R24700827,4245329
R24700828,4245330
R24700829,4245331
R24700830,4245332
R24700831,4245333
R24700832,4245334
R24700833,4245335
R24700834,4245336
R24700835,4245337
R24700836,4245338
